img1,img2,pair_type
augmented/calc_p1_s4/calc_p1_s4_aug1.jpg,augmented/calc_p1_s4/calc_p1_s4_aug3.jpg,augmentation_positive
augmented/calc_p1_s4/calc_p1_s4_aug1.jpg,augmented/calc_p1_s4/calc_p1_s4_aug4.jpg,augmentation_positive
augmented/calc_p1_s4/calc_p1_s4_aug2.jpg,sections/calc_p1_s4.jpg,augmentation_positive
augmented/calc_p1_s4/calc_p1_s4_aug2.jpg,augmented/calc_p1_s4/calc_p1_s4_aug3.jpg,augmentation_positive
augmented/calc_p1_s4/calc_p1_s4_aug2.jpg,augmented/calc_p1_s4/calc_p1_s4_aug4.jpg,augmentation_positive
augmented/calc_p1_s4/calc_p1_s4_aug3.jpg,sections/calc_p1_s4.jpg,augmentation_positive
augmented/calc_p1_s4/calc_p1_s4_aug3.jpg,augmented/calc_p1_s4/calc_p1_s4_aug4.jpg,augmentation_positive
augmented/calc_p1_s4/calc_p1_s4_aug4.jpg,sections/calc_p1_s4.jpg,augmentation_positive
augmented/calc_p1_s5/calc_p1_s5_aug1.jpg,sections/calc_p1_s5.jpg,augmentation_positive
augmented/calc_p1_s5/calc_p1_s5_aug1.jpg,augmented/calc_p1_s5/calc_p1_s5_aug2.jpg,augmentation_positive
augmented/calc_p1_s5/calc_p1_s5_aug1.jpg,augmented/calc_p1_s5/calc_p1_s5_aug3.jpg,augmentation_positive
augmented/calc_p1_s5/calc_p1_s5_aug1.jpg,augmented/calc_p1_s5/calc_p1_s5_aug4.jpg,augmentation_positive
augmented/calc_p1_s5/calc_p1_s5_aug2.jpg,sections/calc_p1_s5.jpg,augmentation_positive
augmented/calc_p1_s5/calc_p1_s5_aug2.jpg,augmented/calc_p1_s5/calc_p1_s5_aug3.jpg,augmentation_positive
augmented/calc_p1_s5/calc_p1_s5_aug2.jpg,augmented/calc_p1_s5/calc_p1_s5_aug4.jpg,augmentation_positive
augmented/calc_p1_s5/calc_p1_s5_aug3.jpg,sections/calc_p1_s5.jpg,augmentation_positive
augmented/calc_p1_s5/calc_p1_s5_aug3.jpg,augmented/calc_p1_s5/calc_p1_s5_aug4.jpg,augmentation_positive
augmented/calc_p1_s5/calc_p1_s5_aug4.jpg,sections/calc_p1_s5.jpg,augmentation_positive
augmented/calc_p1_s6/calc_p1_s6_aug1.jpg,sections/calc_p1_s6.jpg,augmentation_positive
augmented/calc_p1_s6/calc_p1_s6_aug1.jpg,augmented/calc_p1_s6/calc_p1_s6_aug2.jpg,augmentation_positive
augmented/calc_p1_s6/calc_p1_s6_aug1.jpg,augmented/calc_p1_s6/calc_p1_s6_aug3.jpg,augmentation_positive
augmented/calc_p1_s6/calc_p1_s6_aug1.jpg,augmented/calc_p1_s6/calc_p1_s6_aug4.jpg,augmentation_positive
augmented/calc_p1_s6/calc_p1_s6_aug2.jpg,sections/calc_p1_s6.jpg,augmentation_positive
augmented/calc_p1_s6/calc_p1_s6_aug2.jpg,augmented/calc_p1_s6/calc_p1_s6_aug3.jpg,augmentation_positive
augmented/calc_p1_s6/calc_p1_s6_aug2.jpg,augmented/calc_p1_s6/calc_p1_s6_aug4.jpg,augmentation_positive
augmented/calc_p1_s6/calc_p1_s6_aug3.jpg,sections/calc_p1_s6.jpg,augmentation_positive
augmented/calc_p1_s6/calc_p1_s6_aug3.jpg,augmented/calc_p1_s6/calc_p1_s6_aug4.jpg,augmentation_positive
augmented/calc_p1_s6/calc_p1_s6_aug4.jpg,sections/calc_p1_s6.jpg,augmentation_positive
augmented/calc_p2_s1/calc_p2_s1_aug1.jpg,sections/calc_p2_s1.jpg,augmentation_positive
augmented/calc_p2_s1/calc_p2_s1_aug1.jpg,augmented/calc_p2_s1/calc_p2_s1_aug2.jpg,augmentation_positive
augmented/calc_p2_s1/calc_p2_s1_aug1.jpg,augmented/calc_p2_s1/calc_p2_s1_aug3.jpg,augmentation_positive
augmented/calc_p2_s1/calc_p2_s1_aug1.jpg,augmented/calc_p2_s1/calc_p2_s1_aug4.jpg,augmentation_positive
augmented/calc_p2_s1/calc_p2_s1_aug2.jpg,sections/calc_p2_s1.jpg,augmentation_positive
augmented/calc_p2_s1/calc_p2_s1_aug2.jpg,augmented/calc_p2_s1/calc_p2_s1_aug3.jpg,augmentation_positive
augmented/calc_p2_s1/calc_p2_s1_aug2.jpg,augmented/calc_p2_s1/calc_p2_s1_aug4.jpg,augmentation_positive
augmented/calc_p2_s1/calc_p2_s1_aug3.jpg,sections/calc_p2_s1.jpg,augmentation_positive
augmented/calc_p2_s1/calc_p2_s1_aug3.jpg,augmented/calc_p2_s1/calc_p2_s1_aug4.jpg,augmentation_positive
augmented/calc_p2_s1/calc_p2_s1_aug4.jpg,sections/calc_p2_s1.jpg,augmentation_positive
augmented/calc_p2_s2/calc_p2_s2_aug1.jpg,sections/calc_p2_s2.jpg,augmentation_positive
augmented/calc_p2_s2/calc_p2_s2_aug1.jpg,augmented/calc_p2_s2/calc_p2_s2_aug2.jpg,augmentation_positive
augmented/calc_p2_s2/calc_p2_s2_aug1.jpg,augmented/calc_p2_s2/calc_p2_s2_aug3.jpg,augmentation_positive
augmented/calc_p2_s2/calc_p2_s2_aug1.jpg,augmented/calc_p2_s2/calc_p2_s2_aug4.jpg,augmentation_positive
augmented/calc_p2_s2/calc_p2_s2_aug2.jpg,sections/calc_p2_s2.jpg,augmentation_positive
augmented/calc_p2_s2/calc_p2_s2_aug2.jpg,augmented/calc_p2_s2/calc_p2_s2_aug3.jpg,augmentation_positive
augmented/calc_p2_s2/calc_p2_s2_aug2.jpg,augmented/calc_p2_s2/calc_p2_s2_aug4.jpg,augmentation_positive
augmented/calc_p2_s2/calc_p2_s2_aug3.jpg,sections/calc_p2_s2.jpg,augmentation_positive
augmented/calc_p2_s2/calc_p2_s2_aug3.jpg,augmented/calc_p2_s2/calc_p2_s2_aug4.jpg,augmentation_positive
augmented/calc_p2_s2/calc_p2_s2_aug4.jpg,sections/calc_p2_s2.jpg,augmentation_positive
augmented/calc_p2_s3/calc_p2_s3_aug1.jpg,sections/calc_p2_s3.jpg,augmentation_positive
augmented/calc_p2_s3/calc_p2_s3_aug1.jpg,augmented/calc_p2_s3/calc_p2_s3_aug2.jpg,augmentation_positive
augmented/calc_p2_s3/calc_p2_s3_aug1.jpg,augmented/calc_p2_s3/calc_p2_s3_aug3.jpg,augmentation_positive
augmented/calc_p2_s3/calc_p2_s3_aug1.jpg,augmented/calc_p2_s3/calc_p2_s3_aug4.jpg,augmentation_positive
augmented/calc_p2_s3/calc_p2_s3_aug2.jpg,sections/calc_p2_s3.jpg,augmentation_positive
augmented/calc_p2_s3/calc_p2_s3_aug2.jpg,augmented/calc_p2_s3/calc_p2_s3_aug3.jpg,augmentation_positive
augmented/calc_p2_s3/calc_p2_s3_aug2.jpg,augmented/calc_p2_s3/calc_p2_s3_aug4.jpg,augmentation_positive
augmented/calc_p2_s3/calc_p2_s3_aug3.jpg,sections/calc_p2_s3.jpg,augmentation_positive
augmented/calc_p2_s3/calc_p2_s3_aug3.jpg,augmented/calc_p2_s3/calc_p2_s3_aug4.jpg,augmentation_positive
augmented/calc_p2_s3/calc_p2_s3_aug4.jpg,sections/calc_p2_s3.jpg,augmentation_positive
augmented/calc_p4_s1/calc_p4_s1_aug1.jpg,sections/calc_p4_s1.jpg,augmentation_positive
augmented/calc_p4_s1/calc_p4_s1_aug1.jpg,augmented/calc_p4_s1/calc_p4_s1_aug2.jpg,augmentation_positive
augmented/calc_p4_s1/calc_p4_s1_aug1.jpg,augmented/calc_p4_s1/calc_p4_s1_aug3.jpg,augmentation_positive
augmented/calc_p4_s1/calc_p4_s1_aug1.jpg,augmented/calc_p4_s1/calc_p4_s1_aug4.jpg,augmentation_positive
augmented/calc_p4_s1/calc_p4_s1_aug2.jpg,sections/calc_p4_s1.jpg,augmentation_positive
augmented/calc_p4_s1/calc_p4_s1_aug2.jpg,augmented/calc_p4_s1/calc_p4_s1_aug3.jpg,augmentation_positive
augmented/calc_p4_s1/calc_p4_s1_aug2.jpg,augmented/calc_p4_s1/calc_p4_s1_aug4.jpg,augmentation_positive
augmented/calc_p4_s1/calc_p4_s1_aug3.jpg,sections/calc_p4_s1.jpg,augmentation_positive
augmented/calc_p4_s1/calc_p4_s1_aug3.jpg,augmented/calc_p4_s1/calc_p4_s1_aug4.jpg,augmentation_positive
augmented/calc_p4_s1/calc_p4_s1_aug4.jpg,sections/calc_p4_s1.jpg,augmentation_positive
augmented/calc_p4_s2/calc_p4_s2_aug1.jpg,sections/calc_p4_s2.jpg,augmentation_positive
augmented/calc_p4_s2/calc_p4_s2_aug1.jpg,augmented/calc_p4_s2/calc_p4_s2_aug2.jpg,augmentation_positive
augmented/calc_p4_s2/calc_p4_s2_aug1.jpg,augmented/calc_p4_s2/calc_p4_s2_aug3.jpg,augmentation_positive
augmented/calc_p4_s2/calc_p4_s2_aug1.jpg,augmented/calc_p4_s2/calc_p4_s2_aug4.jpg,augmentation_positive
augmented/calc_p4_s2/calc_p4_s2_aug2.jpg,sections/calc_p4_s2.jpg,augmentation_positive
augmented/calc_p4_s2/calc_p4_s2_aug2.jpg,augmented/calc_p4_s2/calc_p4_s2_aug3.jpg,augmentation_positive
augmented/calc_p4_s2/calc_p4_s2_aug2.jpg,augmented/calc_p4_s2/calc_p4_s2_aug4.jpg,augmentation_positive
augmented/calc_p4_s2/calc_p4_s2_aug3.jpg,sections/calc_p4_s2.jpg,augmentation_positive
augmented/calc_p4_s2/calc_p4_s2_aug3.jpg,augmented/calc_p4_s2/calc_p4_s2_aug4.jpg,augmentation_positive
augmented/calc_p4_s2/calc_p4_s2_aug4.jpg,sections/calc_p4_s2.jpg,augmentation_positive
augmented/calc_p4_s3/calc_p4_s3_aug1.jpg,sections/calc_p4_s3.jpg,augmentation_positive
augmented/calc_p4_s3/calc_p4_s3_aug1.jpg,augmented/calc_p4_s3/calc_p4_s3_aug2.jpg,augmentation_positive
augmented/calc_p4_s3/calc_p4_s3_aug1.jpg,augmented/calc_p4_s3/calc_p4_s3_aug3.jpg,augmentation_positive
augmented/calc_p4_s3/calc_p4_s3_aug1.jpg,augmented/calc_p4_s3/calc_p4_s3_aug4.jpg,augmentation_positive
augmented/calc_p4_s3/calc_p4_s3_aug2.jpg,sections/calc_p4_s3.jpg,augmentation_positive
augmented/calc_p4_s3/calc_p4_s3_aug2.jpg,augmented/calc_p4_s3/calc_p4_s3_aug3.jpg,augmentation_positive
augmented/calc_p4_s3/calc_p4_s3_aug2.jpg,augmented/calc_p4_s3/calc_p4_s3_aug4.jpg,augmentation_positive
augmented/calc_p4_s3/calc_p4_s3_aug3.jpg,sections/calc_p4_s3.jpg,augmentation_positive
augmented/calc_p4_s3/calc_p4_s3_aug3.jpg,augmented/calc_p4_s3/calc_p4_s3_aug4.jpg,augmentation_positive
augmented/calc_p4_s3/calc_p4_s3_aug4.jpg,sections/calc_p4_s3.jpg,augmentation_positive
augmented/calc_p4_s4/calc_p4_s4_aug1.jpg,sections/calc_p4_s4.jpg,augmentation_positive
augmented/calc_p4_s4/calc_p4_s4_aug1.jpg,augmented/calc_p4_s4/calc_p4_s4_aug2.jpg,augmentation_positive
augmented/calc_p4_s4/calc_p4_s4_aug1.jpg,augmented/calc_p4_s4/calc_p4_s4_aug3.jpg,augmentation_positive
augmented/calc_p4_s4/calc_p4_s4_aug1.jpg,augmented/calc_p4_s4/calc_p4_s4_aug4.jpg,augmentation_positive
augmented/calc_p4_s4/calc_p4_s4_aug2.jpg,sections/calc_p4_s4.jpg,augmentation_positive
augmented/calc_p4_s4/calc_p4_s4_aug2.jpg,augmented/calc_p4_s4/calc_p4_s4_aug3.jpg,augmentation_positive
augmented/calc_p4_s4/calc_p4_s4_aug2.jpg,augmented/calc_p4_s4/calc_p4_s4_aug4.jpg,augmentation_positive
augmented/calc_p4_s4/calc_p4_s4_aug3.jpg,sections/calc_p4_s4.jpg,augmentation_positive
augmented/calc_p4_s4/calc_p4_s4_aug3.jpg,augmented/calc_p4_s4/calc_p4_s4_aug4.jpg,augmentation_positive
augmented/calc_p4_s4/calc_p4_s4_aug4.jpg,sections/calc_p4_s4.jpg,augmentation_positive
augmented/calc_p4_s6/calc_p4_s6_aug1.jpg,sections/calc_p4_s6.jpg,augmentation_positive
augmented/calc_p4_s6/calc_p4_s6_aug1.jpg,augmented/calc_p4_s6/calc_p4_s6_aug2.jpg,augmentation_positive
augmented/calc_p4_s6/calc_p4_s6_aug1.jpg,augmented/calc_p4_s6/calc_p4_s6_aug3.jpg,augmentation_positive
augmented/calc_p4_s6/calc_p4_s6_aug1.jpg,augmented/calc_p4_s6/calc_p4_s6_aug4.jpg,augmentation_positive
augmented/calc_p4_s6/calc_p4_s6_aug2.jpg,sections/calc_p4_s6.jpg,augmentation_positive
augmented/calc_p4_s6/calc_p4_s6_aug2.jpg,augmented/calc_p4_s6/calc_p4_s6_aug3.jpg,augmentation_positive
augmented/calc_p4_s6/calc_p4_s6_aug2.jpg,augmented/calc_p4_s6/calc_p4_s6_aug4.jpg,augmentation_positive
augmented/calc_p4_s6/calc_p4_s6_aug3.jpg,sections/calc_p4_s6.jpg,augmentation_positive
augmented/calc_p4_s6/calc_p4_s6_aug3.jpg,augmented/calc_p4_s6/calc_p4_s6_aug4.jpg,augmentation_positive
augmented/calc_p4_s6/calc_p4_s6_aug4.jpg,sections/calc_p4_s6.jpg,augmentation_positive
augmented/calc_p5_s1/calc_p5_s1_aug1.jpg,sections/calc_p5_s1.jpg,augmentation_positive
augmented/calc_p5_s1/calc_p5_s1_aug1.jpg,augmented/calc_p5_s1/calc_p5_s1_aug2.jpg,augmentation_positive
augmented/calc_p5_s1/calc_p5_s1_aug1.jpg,augmented/calc_p5_s1/calc_p5_s1_aug3.jpg,augmentation_positive
augmented/calc_p5_s1/calc_p5_s1_aug1.jpg,augmented/calc_p5_s1/calc_p5_s1_aug4.jpg,augmentation_positive
augmented/calc_p5_s1/calc_p5_s1_aug2.jpg,sections/calc_p5_s1.jpg,augmentation_positive
augmented/calc_p5_s1/calc_p5_s1_aug2.jpg,augmented/calc_p5_s1/calc_p5_s1_aug3.jpg,augmentation_positive
augmented/calc_p5_s1/calc_p5_s1_aug2.jpg,augmented/calc_p5_s1/calc_p5_s1_aug4.jpg,augmentation_positive
augmented/calc_p5_s1/calc_p5_s1_aug3.jpg,sections/calc_p5_s1.jpg,augmentation_positive
augmented/calc_p5_s1/calc_p5_s1_aug3.jpg,augmented/calc_p5_s1/calc_p5_s1_aug4.jpg,augmentation_positive
augmented/calc_p5_s1/calc_p5_s1_aug4.jpg,sections/calc_p5_s1.jpg,augmentation_positive
augmented/calc_p5_s2/calc_p5_s2_aug1.jpg,sections/calc_p5_s2.jpg,augmentation_positive
augmented/calc_p5_s2/calc_p5_s2_aug1.jpg,augmented/calc_p5_s2/calc_p5_s2_aug2.jpg,augmentation_positive
augmented/calc_p5_s2/calc_p5_s2_aug1.jpg,augmented/calc_p5_s2/calc_p5_s2_aug3.jpg,augmentation_positive
augmented/calc_p5_s2/calc_p5_s2_aug1.jpg,augmented/calc_p5_s2/calc_p5_s2_aug4.jpg,augmentation_positive
augmented/calc_p5_s2/calc_p5_s2_aug2.jpg,sections/calc_p5_s2.jpg,augmentation_positive
augmented/calc_p5_s2/calc_p5_s2_aug2.jpg,augmented/calc_p5_s2/calc_p5_s2_aug3.jpg,augmentation_positive
augmented/calc_p5_s2/calc_p5_s2_aug2.jpg,augmented/calc_p5_s2/calc_p5_s2_aug4.jpg,augmentation_positive
augmented/calc_p5_s2/calc_p5_s2_aug3.jpg,sections/calc_p5_s2.jpg,augmentation_positive
augmented/calc_p5_s2/calc_p5_s2_aug3.jpg,augmented/calc_p5_s2/calc_p5_s2_aug4.jpg,augmentation_positive
augmented/calc_p5_s2/calc_p5_s2_aug4.jpg,sections/calc_p5_s2.jpg,augmentation_positive
augmented/calc_p5_s3/calc_p5_s3_aug1.jpg,sections/calc_p5_s3.jpg,augmentation_positive
augmented/calc_p5_s3/calc_p5_s3_aug1.jpg,augmented/calc_p5_s3/calc_p5_s3_aug2.jpg,augmentation_positive
augmented/calc_p5_s3/calc_p5_s3_aug1.jpg,augmented/calc_p5_s3/calc_p5_s3_aug3.jpg,augmentation_positive
augmented/calc_p5_s3/calc_p5_s3_aug1.jpg,augmented/calc_p5_s3/calc_p5_s3_aug4.jpg,augmentation_positive
augmented/calc_p5_s3/calc_p5_s3_aug2.jpg,sections/calc_p5_s3.jpg,augmentation_positive
augmented/calc_p5_s3/calc_p5_s3_aug2.jpg,augmented/calc_p5_s3/calc_p5_s3_aug3.jpg,augmentation_positive
augmented/calc_p5_s3/calc_p5_s3_aug2.jpg,augmented/calc_p5_s3/calc_p5_s3_aug4.jpg,augmentation_positive
augmented/calc_p5_s3/calc_p5_s3_aug3.jpg,sections/calc_p5_s3.jpg,augmentation_positive
augmented/calc_p5_s3/calc_p5_s3_aug3.jpg,augmented/calc_p5_s3/calc_p5_s3_aug4.jpg,augmentation_positive
augmented/calc_p5_s3/calc_p5_s3_aug4.jpg,sections/calc_p5_s3.jpg,augmentation_positive
augmented/calc_p5_s5/calc_p5_s5_aug1.jpg,sections/calc_p5_s5.jpg,augmentation_positive
augmented/calc_p5_s5/calc_p5_s5_aug1.jpg,augmented/calc_p5_s5/calc_p5_s5_aug2.jpg,augmentation_positive
augmented/calc_p5_s5/calc_p5_s5_aug1.jpg,augmented/calc_p5_s5/calc_p5_s5_aug3.jpg,augmentation_positive
augmented/calc_p5_s5/calc_p5_s5_aug1.jpg,augmented/calc_p5_s5/calc_p5_s5_aug4.jpg,augmentation_positive
augmented/calc_p5_s5/calc_p5_s5_aug2.jpg,sections/calc_p5_s5.jpg,augmentation_positive
augmented/calc_p5_s5/calc_p5_s5_aug2.jpg,augmented/calc_p5_s5/calc_p5_s5_aug3.jpg,augmentation_positive
augmented/calc_p5_s5/calc_p5_s5_aug2.jpg,augmented/calc_p5_s5/calc_p5_s5_aug4.jpg,augmentation_positive
augmented/calc_p5_s5/calc_p5_s5_aug3.jpg,sections/calc_p5_s5.jpg,augmentation_positive
augmented/calc_p5_s5/calc_p5_s5_aug3.jpg,augmented/calc_p5_s5/calc_p5_s5_aug4.jpg,augmentation_positive
augmented/calc_p5_s5/calc_p5_s5_aug4.jpg,sections/calc_p5_s5.jpg,augmentation_positive
augmented/calc_p6_s1/calc_p6_s1_aug1.jpg,sections/calc_p6_s1.jpg,augmentation_positive
augmented/calc_p6_s1/calc_p6_s1_aug1.jpg,augmented/calc_p6_s1/calc_p6_s1_aug2.jpg,augmentation_positive
augmented/calc_p6_s1/calc_p6_s1_aug1.jpg,augmented/calc_p6_s1/calc_p6_s1_aug3.jpg,augmentation_positive
augmented/calc_p6_s1/calc_p6_s1_aug1.jpg,augmented/calc_p6_s1/calc_p6_s1_aug4.jpg,augmentation_positive
augmented/calc_p6_s1/calc_p6_s1_aug2.jpg,sections/calc_p6_s1.jpg,augmentation_positive
augmented/calc_p6_s1/calc_p6_s1_aug2.jpg,augmented/calc_p6_s1/calc_p6_s1_aug3.jpg,augmentation_positive
augmented/calc_p6_s1/calc_p6_s1_aug2.jpg,augmented/calc_p6_s1/calc_p6_s1_aug4.jpg,augmentation_positive
augmented/calc_p6_s1/calc_p6_s1_aug3.jpg,sections/calc_p6_s1.jpg,augmentation_positive
augmented/calc_p6_s1/calc_p6_s1_aug3.jpg,augmented/calc_p6_s1/calc_p6_s1_aug4.jpg,augmentation_positive
augmented/calc_p6_s1/calc_p6_s1_aug4.jpg,sections/calc_p6_s1.jpg,augmentation_positive
augmented/calc_p6_s2/calc_p6_s2_aug1.jpg,sections/calc_p6_s2.jpg,augmentation_positive
augmented/calc_p6_s2/calc_p6_s2_aug1.jpg,augmented/calc_p6_s2/calc_p6_s2_aug2.jpg,augmentation_positive
augmented/calc_p6_s2/calc_p6_s2_aug1.jpg,augmented/calc_p6_s2/calc_p6_s2_aug3.jpg,augmentation_positive
augmented/calc_p6_s2/calc_p6_s2_aug1.jpg,augmented/calc_p6_s2/calc_p6_s2_aug4.jpg,augmentation_positive
augmented/calc_p6_s2/calc_p6_s2_aug2.jpg,sections/calc_p6_s2.jpg,augmentation_positive
augmented/calc_p6_s2/calc_p6_s2_aug2.jpg,augmented/calc_p6_s2/calc_p6_s2_aug3.jpg,augmentation_positive
augmented/calc_p6_s2/calc_p6_s2_aug2.jpg,augmented/calc_p6_s2/calc_p6_s2_aug4.jpg,augmentation_positive
augmented/calc_p6_s2/calc_p6_s2_aug3.jpg,sections/calc_p6_s2.jpg,augmentation_positive
augmented/calc_p6_s2/calc_p6_s2_aug3.jpg,augmented/calc_p6_s2/calc_p6_s2_aug4.jpg,augmentation_positive
augmented/calc_p6_s2/calc_p6_s2_aug4.jpg,sections/calc_p6_s2.jpg,augmentation_positive
augmented/calc_p6_s3/calc_p6_s3_aug1.jpg,sections/calc_p6_s3.jpg,augmentation_positive
augmented/calc_p6_s3/calc_p6_s3_aug1.jpg,augmented/calc_p6_s3/calc_p6_s3_aug2.jpg,augmentation_positive
augmented/calc_p6_s3/calc_p6_s3_aug1.jpg,augmented/calc_p6_s3/calc_p6_s3_aug3.jpg,augmentation_positive
augmented/calc_p6_s3/calc_p6_s3_aug1.jpg,augmented/calc_p6_s3/calc_p6_s3_aug4.jpg,augmentation_positive
augmented/calc_p6_s3/calc_p6_s3_aug2.jpg,sections/calc_p6_s3.jpg,augmentation_positive
augmented/calc_p6_s3/calc_p6_s3_aug2.jpg,augmented/calc_p6_s3/calc_p6_s3_aug3.jpg,augmentation_positive
augmented/calc_p6_s3/calc_p6_s3_aug2.jpg,augmented/calc_p6_s3/calc_p6_s3_aug4.jpg,augmentation_positive
augmented/calc_p6_s3/calc_p6_s3_aug3.jpg,sections/calc_p6_s3.jpg,augmentation_positive
augmented/calc_p6_s3/calc_p6_s3_aug3.jpg,augmented/calc_p6_s3/calc_p6_s3_aug4.jpg,augmentation_positive
augmented/calc_p6_s3/calc_p6_s3_aug4.jpg,sections/calc_p6_s3.jpg,augmentation_positive
augmented/calc_p6_s4/calc_p6_s4_aug1.jpg,sections/calc_p6_s4.jpg,augmentation_positive
augmented/calc_p6_s4/calc_p6_s4_aug1.jpg,augmented/calc_p6_s4/calc_p6_s4_aug2.jpg,augmentation_positive
augmented/calc_p6_s4/calc_p6_s4_aug1.jpg,augmented/calc_p6_s4/calc_p6_s4_aug3.jpg,augmentation_positive
augmented/calc_p6_s4/calc_p6_s4_aug1.jpg,augmented/calc_p6_s4/calc_p6_s4_aug4.jpg,augmentation_positive
augmented/calc_p6_s4/calc_p6_s4_aug2.jpg,sections/calc_p6_s4.jpg,augmentation_positive
augmented/calc_p6_s4/calc_p6_s4_aug2.jpg,augmented/calc_p6_s4/calc_p6_s4_aug3.jpg,augmentation_positive
augmented/calc_p6_s4/calc_p6_s4_aug2.jpg,augmented/calc_p6_s4/calc_p6_s4_aug4.jpg,augmentation_positive
augmented/calc_p6_s4/calc_p6_s4_aug3.jpg,sections/calc_p6_s4.jpg,augmentation_positive
augmented/calc_p6_s4/calc_p6_s4_aug3.jpg,augmented/calc_p6_s4/calc_p6_s4_aug4.jpg,augmentation_positive
augmented/calc_p6_s4/calc_p6_s4_aug4.jpg,sections/calc_p6_s4.jpg,augmentation_positive
augmented/calc_p7_s1/calc_p7_s1_aug1.jpg,sections/calc_p7_s1.jpg,augmentation_positive
augmented/calc_p7_s1/calc_p7_s1_aug1.jpg,augmented/calc_p7_s1/calc_p7_s1_aug2.jpg,augmentation_positive
augmented/calc_p7_s1/calc_p7_s1_aug1.jpg,augmented/calc_p7_s1/calc_p7_s1_aug3.jpg,augmentation_positive
